Day,Objective,"Campaign Name","Ad Set Name","Ad Name",Gender,Age,"Amount Spent (USD)",Reach,Impressions,"Unique Link Clicks","Unique Landing Page Views","Website Registrations Completed","App Installs","Unique Mobile App Registrations Completed","Mobile App Purchases","Reporting Starts","Reporting Ends"
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",female,45-54,0.02,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",unknown,45-54,0.01,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,25-34,0.45,44,45,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,35-44,0.49,29,29,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,55-64,0.12,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,65+,0.01,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Keep Calm",male,45-54,0.03,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",female,35-44,0.21,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,25-34,6.94,890,898,4,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,45-54,0.25,31,32,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,25-34,0.34,28,28,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,65+,0.05,7,7,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,35-44,0.05,5,5,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,55-64,0,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,45-54,0.01,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",unknown,45-54,0.02,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",unknown,25-34,0.42,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,35-44,1.67,185,186,2,,,1,1,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - iOS - Test Group","TBA 2021 UA iOS - Is This HY",male,25-34,0.02,5,5,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,65+,0.85013932142272,86,98,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,55-64,0.090014751680052,11,11,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,45-54,2.4203966562859,196,220,6,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,25-34,1.9003114243567,162,189,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,25-34,42.216918537945,5375,5579,52,,,4,3,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - iOS - Test Group","TBA 2021 UA iOS - Is This HY",male,45-54,0,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - iOS - Test Group","TBA 2021 UA iOS - Is This HY",male,35-44,0.01,5,5,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",female,45-54,1.75,38,38,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",female,25-34,1.91,68,69,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",unknown,35-44,0.14,6,6,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",male,45-54,4.76,129,134,2,2,2,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",female,35-44,2.51,43,45,2,2,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",male,25-34,7.63,319,322,3,2,1,1,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Sleeping White",male,35-44,4.74,166,168,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,45-54,0.22,14,14,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,35-44,11.561894771349,1259,1259,12,,,3,3,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,25-34,0.090014751680052,14,14,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,65+,0.35,23,24,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,35-44,0.21,35,35,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,25-34,17.73,2872,2909,26,,,7,4,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,35-44,3.82,562,566,5,,,3,1,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,45-54,0.44,43,43,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,25-34,2.35,259,262,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,35-44,1.74,170,171,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,55-64,0.33,15,15,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,45-54,0.85,112,114,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",female,25-34,0.13,8,8,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",female,35-44,0.16,6,6,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",female,55-64,0.1,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",unknown,35-44,0.04,3,3,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",unknown,25-34,0.02,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",unknown,Unknown,0.02,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,25-34,0.85,111,112,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,55-64,0.03,6,7,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,35-44,0.66010817898705,52,52,4,,,1,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",male,25-34,0.11,20,20,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",female,35-44,0,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",female,25-34,0.02,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",female,45-54,0,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",male,55-64,0.12,3,3,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",male,35-44,0.02,6,6,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - Android","TBA 2021 UA Android - Money March B",male,45-54,0.03,8,8,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,45-54,0.01,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,65+,0.54,86,88,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,Unknown,0.01,3,3,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,35-44,0.03,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,65+,0.06,6,6,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,45-54,0.1,12,12,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,25-34,0.05,14,14,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - OPEN - US 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,55-64,0.12,21,21,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,45-54,0.39006392394689,14,15,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,55-64,0.65010653991149,55,55,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",unknown,45-54,0.01,0,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",female,25-34,1.8307615480649,69,70,4,4,,1,1,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",unknown,55-64,0.03,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",unknown,25-34,0.01,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",unknown,35-44,0.05,5,5,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",female,45-54,0.25,8,13,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",female,35-44,0.35,24,24,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",female,25-34,0.6,27,27,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",male,65+,0.55,30,30,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",male,55-64,0.59,33,34,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",male,45-54,1,68,68,3,,,1,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",male,35-44,1.88,130,130,4,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",male,25-34,2.74,285,297,3,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,45-54,0.66027465667915,43,44,1,1,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,35-44,10.814498543487,677,694,16,16,1,1,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,25-34,9.6840282979609,687,706,14,12,4,2,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",male,55-64,0.12,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",female,55-64,0.04,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,65+,0.01,2,3,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,45-54,0.12,2,2,1,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,35-44,0.07,6,6,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,65+,0.38,35,35,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,55-64,0.18,12,12,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,25-34,0.09,9,9,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",unknown,35-44,0.09,8,8,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Purple Chart",female,25-34,0.01,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",female,25-34,0.04,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear","TBA 2021 UC WC - Blue Chart - Cash LP",female,25-34,0.04,4,4,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear","TBA 2021 UC WC - Blue Chart - Cash LP",unknown,25-34,0,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",male,25-34,0.13,16,16,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",male,35-44,0.1,8,8,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",male,45-54,0.17,6,7,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Money March B",male,65+,0.01,1,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Sleeping White",unknown,45-54,0.02,2,2,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",female,35-44,0.90037453183521,48,51,,,,,,,2021-04-19,2021-04-19
2021-04-19,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,65+,0.11001802983118,9,9,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,45-54,0.23,8,13,3,3,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",unknown,45-54,0.02,1,1,,,,,,,2021-04-19,2021-04-19
2021-04-19,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",unknown,35-44,0.09,4,4,,,,,,,2021-04-19,2021-04-19
