Day,Objective,"Campaign Name","Ad Set Name","Ad Name",Gender,Age,"Amount Spent (USD)",Reach,Impressions,"Unique Link Clicks","Unique Landing Page Views","Website Registrations Completed","App Installs","Unique Mobile App Registrations Completed","Mobile App Purchases","Reporting Starts","Reporting Ends"
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Money March C",female,65+,0.07,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,45-54,0.32,24,24,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,25-34,0.74,61,61,1,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Purple Chart - Cash LP",female,35-44,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",female,25-34,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",unknown,25-34,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",male,45-54,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,65+,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March A - Cash LP",female,25-34,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,25-34,0.74,63,64,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Bue Chart",male,25-34,0.03,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,25-34,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March A - Cash LP",male,45-54,0.3,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March C - Cash LP",male,45-54,0.72,22,23,2,1,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March A - Cash LP",male,35-44,0.01,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,35-44,0.07,9,9,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,25-34,0.02,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,55-64,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",unknown,35-44,0.03,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,35-44,0.01,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",unknown,35-44,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,35-44,0.05,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,55-64,0.14,8,8,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,65+,0.23,13,13,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,45-54,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",female,35-44,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,35-44,0.4,38,38,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March A - Cash LP",female,45-54,0.07,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Purple Chart - Cash LP",male,25-34,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March B - Cash LP",male,35-44,0.43,14,14,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March C - Cash LP",male,25-34,0.28,9,9,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,45-54,0.11,8,9,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Blue Chart - Cash LP",female,35-44,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - Android - Test Group","TBA 2021 UA Android - Purple Chart",male,25-34,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,65+,0.03,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,35-44,0.68,65,67,2,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,55-64,0.25,13,14,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,35-44,0.04,5,5,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,45-54,0.22,22,22,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,65+,0.05,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",female,25-34,0.04,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",female,45-54,0.04,2,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",female,35-44,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,25-34,0.06,7,7,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Blue Chart - Cash LP",male,45-54,0.16,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,55-64,0.12,8,8,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,65+,0.09,1,1,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,45-54,0.08,8,8,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,25-34,0.08,9,9,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,35-44,0.06,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",male,55-64,0.04,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - iOS - Test Group","TBA 2021 UA  iOS - Blue Chart",male,25-34,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined LAL (New) - 25+ - iOS - Test Group","TBA 2021 UA  iOS - Blue Chart",male,35-44,0,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Keep Calm - Cash LP (Branch)",male,35-44,0.3,5,5,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Keep Calm - Cash LP (Branch)",male,25-34,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",female,35-44,0.01,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Blue Chart - Cash LP",male,25-34,0.05,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UC WC - Blue Chart - Cash LP",male,35-44,0.11,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March C - Cash LP",male,35-44,0.2,8,8,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",male,35-44,0.75,47,49,2,2,,,,1,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March C - Cash LP",female,35-44,0.24,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March C - Cash LP",female,25-34,0.07,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March B - Cash LP",male,25-34,0.22,11,11,1,1,,1,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March B - Cash LP",male,45-54,0.88,17,17,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Buff Doge",female,55-64,0.03,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March B - Cash LP",female,35-44,0.06,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined LAL (New) - 25-54 - Test Group","TBA 2021 UA WC - Money March B - Cash LP",female,25-34,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",female,45-54,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",unknown,35-44,0.04,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",male,45-54,0.02,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",male,25-34,0.77,53,55,1,1,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",female,25-34,0.34,23,24,1,1,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,25-34,2.34,240,241,4,1,,1,1,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,25-34,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,35-44,0.04,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,35-44,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,55-64,0.03,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,55-64,0.08,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",female,25-34,0.12,7,7,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,45-54,0.44,20,20,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",unknown,45-54,0.05,1,1,1,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",male,45-54,0.4,22,22,2,,,1,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,35-44,0.44,60,61,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - iOS","TBA 2021 UA iOS - Pooh Bear",male,65+,0.15,5,5,1,,,1,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Buff Doge",male,25-34,0.53,64,64,2,,,1,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear - Branch Test 2","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch Link)",female,35-44,0.39,18,18,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T2 LAL 5% - 25-45 - Memes","TBA 2021 UA WC - Keep Calm - Cash LP (Branch)",male,25-34,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,25-34,0.02,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",female,35-44,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",female,35-44,0.46,18,18,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",female,25-34,0.19,14,14,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",female,45-54,0.02,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",male,45-54,0.03,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Pooh Bear - Cash LP (Branch)",unknown,25-34,0.24,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",female,45-54,0.01,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,45-54,0.22,7,7,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",female,25-34,0.03,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T2 LAL 5% - 25+ - Android - Memes","TBA 2021 UA Android - Pooh Bear",male,35-44,0.28,28,28,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,35-44,0.11,5,5,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",male,25-34,0.04,3,3,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - T1 LAL 3% - 25-45 - Memes","TBA 2021 UA WC - Buff Doge - Cash LP (Branch)",female,25-34,0.03,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,45-54,0.02,1,1,,,,,,,2021-04-06,2021-04-06
2021-04-06,CONVERSIONS,"Tellus Boost 2021 UA Web Conversions","TBA 2021 UA WC - Combined Lookalikes (Old) - US 25-45 - Pooh Bear","TBA 2021 UA WC - Pooh Bear - Cash LP",female,25-34,0.99,33,33,1,1,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,35-44,0,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - T1 LAL 3% - 25+ - iOS - Memes","TBA 2021 UA iOS - Pooh Bear",female,25-34,0.09,4,4,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,55-64,0.02,2,2,,,,,,,2021-04-06,2021-04-06
2021-04-06,APP_INSTALLS,"Tellus Boost 2021 UA App Installs","TBA 2021 UA AI - Combined Lookalikes (Old) - 25+ - Android","TBA 2021 UA Android - Pooh Bear",male,35-44,0.05,8,8,,,,,,,2021-04-06,2021-04-06
